latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
21.61687,105.84442,34.0,0,GMT,GMT

time,rain_sum (mm),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C)
2026-04-16,3.50,33.3,25.6,29.0
2026-04-17,56.40,27.3,22.4,24.2
2026-04-18,0.90,29.0,23.4,25.7
2026-04-19,2.60,29.0,23.5,25.5
2026-04-20,0.70,29.5,23.5,26.5
2026-04-21,0.90,32.2,25.0,27.7
2026-04-22,13.00,34.2,23.1,28.2
2026-04-23,1.10,28.9,22.2,25.0
2026-04-24,0.00,28.6,21.2,25.0
2026-04-25,0.00,30.0,22.0,25.6
2026-04-26,0.10,29.1,23.2,25.7
2026-04-27,0.20,31.9,24.0,27.2
2026-04-28,18.50,32.0,22.0,27.1
2026-04-29,0.00,30.0,20.8,24.7
2026-04-30,0.00,27.5,19.9,23.4
2026-05-01,0.00,27.8,21.7,24.6
2026-05-02,1.20,31.4,23.1,25.8
2026-05-03,5.20,28.0,19.8,23.9
2026-05-04,0.00,29.9,20.5,24.3
2026-05-05,0.00,29.3,22.2,25.6
2026-05-06,0.50,31.0,24.2,27.4
2026-05-07,55.40,29.9,23.4,26.1
2026-05-08,1.40,29.5,24.0,26.2
2026-05-09,2.20,27.8,22.5,24.6
2026-05-10,1.00,28.4,23.1,25.0
2026-05-11,0.20,31.1,24.6,27.3
2026-05-12,1.20,31.5,25.5,27.8
2026-05-13,0.20,33.1,26.0,29.0
2026-05-14,0.00,33.7,26.6,30.2
2026-05-15,0.30,33.9,27.2,30.5
2026-05-16,37.80,32.3,25.0,27.7
2026-05-17,15.30,29.6,24.5,27.0
2026-05-18,22.80,31.1,24.8,27.1
2026-05-19,20.60,31.4,24.9,27.0
2026-05-20,36.70,31.1,24.7,26.7
2026-05-21,46.10,30.2,24.6,26.8
2026-05-22,6.10,31.9,26.9,29.2
2026-05-23,0.00,35.0,27.7,31.2
2026-05-24,0.00,36.2,28.9,32.0
2026-05-25,0.00,36.5,28.3,32.5
2026-05-26,0.00,36.4,28.5,32.4
2026-05-27,0.30,36.2,27.0,31.7
2026-05-28,1.80,34.3,26.4,30.0
2026-05-29,25.60,31.2,23.8,28.4
2026-05-30,2.30,32.2,25.4,28.0
2026-05-31,0.30,33.2,26.6,29.7
2026-06-01,0.50,34.0,27.3,30.7
2026-06-02,1.70,34.5,27.7,30.7
2026-06-03,0.50,34.8,27.1,30.5
2026-06-04,18.20,35.2,24.3,28.8
2026-06-05,1.60,30.2,25.8,28.4
2026-06-06,0.80,34.8,28.2,31.0
2026-06-07,0.20,36.6,29.1,32.4
2026-06-08,6.20,35.7,23.3,29.4
2026-06-09,18.70,27.0,23.5,24.9
2026-06-10,0.10,30.2,23.8,27.2
2026-06-11,1.00,31.4,25.7,28.1
2026-06-12,0.90,32.0,25.6,28.9
2026-06-13,0.30,34.5,27.5,30.7
2026-06-14,0.60,33.3,27.0,30.2
2026-06-15,22.10,33.8,25.6,28.9
2026-06-16,30.60,30.3,25.0,27.6
2026-06-17,11.50,32.7,25.4,28.6
2026-06-18,0.40,32.6,27.0,29.6
2026-06-19,0.20,33.8,27.7,30.5
2026-06-20,0.10,34.8,27.4,30.7
